MAG_id,superkingdom,phylum,seq_total,unknown_per
MASTER_WP4_FFoQSI_3__VB13-30__bin.25,Bacteria,Actinobacteria,608,0.980263158
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.20,Bacteria,Actinobacteria,577,0.977469671
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.41,Bacteria,Actinobacteria,537,0.983240223
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.2,Bacteria,Actinobacteria,438,0.979452055
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.49,Bacteria,Actinobacteria,570,0.977192982
MASTER_WP4_FFoQSI_1__KM-2D__bin.24,Bacteria,Actinobacteria,567,0.985890653
MASTER_WP4_FFoQSI_2__VB03-30__bin.27,Bacteria,Actinobacteria,555,0.978378378
MASTER_WP4_FFoQSI_2__VB15-29__bin.10,Bacteria,Actinobacteria,586,0.9778157
MASTER_WP4_FFoQSI_2__VB16-30__bin.14,Bacteria,Actinobacteria,584,0.977739726
MASTER_WP4_FFoQSI_3__VB07-30__bin.39,Bacteria,Actinobacteria,556,0.978417266
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.46,Bacteria,Actinobacteria,564,0.980496454
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.26,Bacteria,Actinobacteria,461,0.980477223
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.25,Bacteria,Actinobacteria,553,0.978300181
MASTER_WP4_FFoQSI_2__VB06-30__bin.29,Bacteria,Actinobacteria,371,0.989218329
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.9,Bacteria,Actinobacteria,583,0.981132075
MASTER_WP4_FFoQSI_2__VB05-30__bin.1,Bacteria,Actinobacteria,583,0.97941681
MASTER_WP4_FFoQSI_2__VB10-30__bin.13,Bacteria,Actinobacteria,597,0.978224456
MASTER_WP4_FFoQSI_1__KM-1G__bin.24,Bacteria,Actinobacteria,355,0.991549296
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.29,Bacteria,Actinobacteria,549,0.981785064
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.26,Bacteria,Actinobacteria,586,0.979522184
MASTER_WP4_FFoQSI_2__VB03-29__bin.31,Bacteria,Actinobacteria,515,0.976699029
MASTER_WP4_FFoQSI_1__KM-2G__bin.49,Bacteria,Actinobacteria,573,0.979057592
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.38,Bacteria,Actinobacteria,574,0.979094077
MASTER_WP4_FFoQSI_2__VB10-29__bin.32,Bacteria,Actinobacteria,609,0.97865353
MASTER_WP4_FFoQSI_3__VB15-29__bin.29,Bacteria,Actinobacteria,572,0.980769231
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.36,Bacteria,Actinobacteria,535,0.975700935
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.17,Bacteria,Actinobacteria,417,0.988009592
MASTER_WP4_TEAGASC_1__TGS08-29__bin.39,Bacteria,Actinobacteria,537,0.975791434
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.13,Bacteria,Actinobacteria,562,0.985765125
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.43,Bacteria,Actinobacteria,587,0.97955707
MASTER_WP4_FFoQSI_2__VB06-29__bin.12,Bacteria,Actinobacteria,422,0.981042654
MASTER_WP4_FFoQSI_3__VB13-29__bin.19,Bacteria,Actinobacteria,539,0.990723562
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.19,Bacteria,Actinobacteria,559,0.989266547
MASTER_WP4_FFoQSI_3__VB04-30__bin.15,Bacteria,Actinobacteria,583,0.989708405
MASTER_WP4_FFoQSI_2__VB08-30__bin.30,Bacteria,Actinobacteria,556,0.991007194
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.36,Bacteria,Actinobacteria,485,0.991752577
MASTER_WP4_FFoQSI_3__VB02-30__bin.32,Bacteria,Actinobacteria,541,0.990757856
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.19,Bacteria,Actinobacteria,374,0.989304813
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.19,Bacteria,Actinobacteria,445,0.988764045
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.46,Bacteria,Actinobacteria,566,0.991166078
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.16,Bacteria,Actinobacteria,546,0.992673993
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.43,Bacteria,Actinobacteria,593,0.991568297
MASTER_WP4_FFoQSI_2__VB06-28__bin.10,Bacteria,Actinobacteria,655,0.989312977
MASTER_WP4_FFoQSI_3__VB09-29__bin.32,Bacteria,Actinobacteria,580,0.987931034
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.19,Bacteria,Actinobacteria,630,0.99047619
MASTER_WP4_FFoQSI_2__VB03-30__bin.7,Bacteria,Actinobacteria,579,0.98791019
MASTER_WP4_FFoQSI_2__VB05-29__bin.29,Bacteria,Actinobacteria,567,0.991181658
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.19,Bacteria,Actinobacteria,661,0.989409985
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.5,Bacteria,Actinobacteria,629,0.990461049
MASTER_WP4_FFoQSI_3__VB07-30__bin.10,Bacteria,Actinobacteria,511,0.990215264
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.44,Bacteria,Actinobacteria,587,0.989778535
MASTER_WP4_FFoQSI_2__VB05-30__bin.44,Bacteria,Actinobacteria,558,0.989247312
MASTER_WP4_FFoQSI_1__KM-2D__bin.18,Bacteria,Actinobacteria,532,0.994360902
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.57,Bacteria,Actinobacteria,511,0.992172211
MASTER_WP4_FFoQSI_2__VB05-29__bin.25,Bacteria,Actinobacteria,602,0.986710963
MASTER_WP4_TEAGASC_1__TGS12-29__bin.18,Bacteria,Actinobacteria,476,0.993697479
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.38,Bacteria,Actinobacteria,468,0.991452991
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.50,Bacteria,Actinobacteria,486,0.995884774
MASTER_WP4_FFoQSI_3__VB13-30__bin.5,Bacteria,Actinobacteria,564,0.991134752
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.1,Bacteria,Actinobacteria,439,0.995444191
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.18,Bacteria,Actinobacteria,484,0.995867769
MASTER_WP4_FFoQSI_1__VB-06-M1__bin.8,Bacteria,Actinobacteria,602,0.985049834
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.27,Bacteria,Actinobacteria,557,0.989228007
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.28,Bacteria,Actinobacteria,467,0.993576017
MASTER_WP4_FFoQSI_2__VB05-25__bin.1,Bacteria,Actinobacteria,683,0.991215227
MASTER_WP4_FFoQSI_2__VB10-29__bin.30,Bacteria,Actinobacteria,596,0.988255034
MASTER_WP4_FFoQSI_3__VB08-29__bin.32,Bacteria,Actinobacteria,543,0.992633517
MASTER_WP4_FFoQSI_1__KM-1G__bin.33,Bacteria,Actinobacteria,538,0.994423792
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.29,Bacteria,Actinobacteria,678,0.992625369
MASTER_WP4_TEAGASC_1__TGS08-29__bin.68,Bacteria,Actinobacteria,641,0.992199688
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.44,Bacteria,Actinobacteria,532,0.992481203
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.22,Bacteria,Actinobacteria,486,0.987654321
MASTER_WP4_FFoQSI_2__VB06-30__bin.16,Bacteria,Actinobacteria,651,0.99078341
MASTER_WP4_FFoQSI_1__VB-12D__bin.13,Bacteria,Actinobacteria,492,0.989837398
MASTER_WP4_FFoQSI_2__VB01-30__bin.23,Bacteria,Actinobacteria,554,0.990974729
MASTER_WP4_FFoQSI_2__VB15-29__bin.24,Bacteria,Actinobacteria,532,0.990601504
MASTER_WP4_FFoQSI_2__VB16-30__bin.27,Bacteria,Actinobacteria,553,0.992766727
MASTER_WP4_FFoQSI_1__KM-1G__bin.14,Bacteria,Actinobacteria,571,0.99474606
MASTER_WP4_FFoQSI_3__VB07-29__bin.11,Bacteria,Actinobacteria,571,0.989492119
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.24,Bacteria,Actinobacteria,670,0.992537313
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.9,Bacteria,Actinobacteria,518,0.99034749
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.69,Bacteria,Actinobacteria,549,0.992714026
MASTER_WP4_FFoQSI_2__VB04-29__bin.11,Bacteria,Actinobacteria,610,0.993442623
MASTER_WP4_FFoQSI_3__VB15-29__bin.28,Bacteria,Actinobacteria,583,0.993138937
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.60,Bacteria,Actinobacteria,530,0.99245283
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.29,Bacteria,Actinobacteria,478,0.991631799
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.14,Bacteria,Actinobacteria,594,0.991582492
MASTER_WP4_FFoQSI_2__VB06-30__bin.3,Bacteria,Actinobacteria,472,0.987288136
MASTER_WP4_FFoQSI_3__VB02-29__bin.21,Bacteria,Actinobacteria,529,0.992438563
MASTER_WP4_TEAGASC_1__TGS12-29__bin.14,Bacteria,Actinobacteria,552,0.987318841
MASTER_WP4_FFoQSI_1__KM-2G__bin.34,Bacteria,Actinobacteria,532,0.990601504
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.4,Bacteria,Actinobacteria,477,0.993710692
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.2,Bacteria,Actinobacteria,647,0.99072643
MASTER_WP4_FFoQSI_2__VB05-30__bin.4,Bacteria,Actinobacteria,566,0.992932862
MASTER_WP4_FFoQSI_3__VB09-30__bin.36,Bacteria,Actinobacteria,582,0.989690722
WolfeBE_2014__873_Challerhocker__bin.6,Bacteria,Actinobacteria,490,0.991836735
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.18,Bacteria,Actinobacteria,604,0.991721854
MASTER_WP4_FFoQSI_2__VB06-29__bin.3,Bacteria,Actinobacteria,659,0.987860395
MASTER_WP4_CSIC_2__P2570__bin.3,Bacteria,Actinobacteria,625,0.9888
MASTER_WP4_FFoQSI_1__KM-1D__bin.56,Bacteria,Actinobacteria,514,0.992217899
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.19,Bacteria,Actinobacteria,611,0.991816694
MASTER_WP4_FFoQSI_3__VB12-27__bin.15,Bacteria,Actinobacteria,621,0.990338164
MASTER_WP4_FFoQSI_3__VB13-29__bin.6,Bacteria,Actinobacteria,569,0.989455185
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.22,Bacteria,Actinobacteria,612,0.988562092
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.29,Bacteria,Actinobacteria,533,0.99249531
MASTER_WP4_FFoQSI_2__VB06-29__bin.5,Bacteria,Actinobacteria,476,0.991596639
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.48,Bacteria,Actinobacteria,587,0.989778535
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.13,Bacteria,Actinobacteria,520,0.992307692
MASTER_WP4_FFoQSI_2__VB01-29__bin.10,Bacteria,Actinobacteria,548,0.99270073
WolfeBE_2014__771_Tarentaise__bin.8,Bacteria,Actinobacteria,634,0.992113565
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.15,Bacteria,Actinobacteria,664,0.987951807
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.70,Bacteria,Actinobacteria,531,0.990583804
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.31,Bacteria,Actinobacteria,509,0.990176817
MASTER_WP4_UNINA_1__PU007_71775__bin.9,Bacteria,Actinobacteria,646,0.990712074
MASTER_WP4_FFoQSI_3__VB13-30__bin.10,Bacteria,Actinobacteria,465,0.995698925
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.46,Bacteria,Actinobacteria,537,0.990689013
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.18,Bacteria,Actinobacteria,670,0.991044776
MASTER_WP4_FFoQSI_2__VB16-29__bin.23,Bacteria,Actinobacteria,582,0.991408935
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.31,Bacteria,Actinobacteria,587,0.991482112
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.46,Bacteria,Actinobacteria,651,0.99078341
MASTER_WP4_FFoQSI_2__VB10-30__bin.26,Bacteria,Actinobacteria,576,0.987847222
MASTER_WP4_FFoQSI_3__VB04-30__bin.34,Bacteria,Actinobacteria,559,0.994633274
MASTER_WP4_FFoQSI_3__VB08-29__bin.7,Bacteria,Actinobacteria,474,0.993670886
MASTER_WP4_UNINA_1__MO002_71775__bin.1,Bacteria,Proteobacteria,278,0.564748201
BertuzziAS_2018__ERS2032116__bin.4,Bacteria,Proteobacteria,814,0.668304668
MASTER_WP4_FFoQSI_2__VB15-25__bin.5,Bacteria,Proteobacteria,784,0.664540816
MASTER_WP4_FFoQSI_3__VB07-25__bin.1,Bacteria,Proteobacteria,674,0.667655786
BertuzziAS_2018__ERS2032091__bin.2,Bacteria,Proteobacteria,490,0.687755102
BertuzziAS_2018__ERS2032113__bin.3,Bacteria,Proteobacteria,485,0.678350515
BertuzziAS_2018__ERS2032097__bin.8,Bacteria,Proteobacteria,677,0.679468242
MASTER_WP4_FFoQSI_2__VB06-25__bin.2,Bacteria,Proteobacteria,796,0.667085427
MASTER_WP4_UNINA_1__PM002_71775__bin.13,Bacteria,Proteobacteria,534,0.573033708
MASTER_WP4_FFoQSI_2__VB15-28__bin.1,Bacteria,Proteobacteria,572,0.652097902
BertuzziAS_2018__ERS2032089__bin.5,Bacteria,Proteobacteria,450,0.682222222
BertuzziAS_2018__ERS2032109__bin.5,Bacteria,Proteobacteria,713,0.678821879
LeechJ_xxxx__AF34__bin.5,Bacteria,Proteobacteria,667,0.662668666
MASTER_WP4_FFoQSI_2__VB11-25__bin.11,Bacteria,Proteobacteria,679,0.671575847
MASTER_WP4_FFoQSI_3__VB14-25__bin.11,Bacteria,Proteobacteria,764,0.678010471
BertuzziAS_2018__ERS2032090__bin.4,Bacteria,Proteobacteria,582,0.675257732
MASTER_WP4_FFoQSI_2__VB04-25__bin.1,Bacteria,Proteobacteria,597,0.67839196
BertuzziAS_2018__ERS2032117__bin.8,Bacteria,Proteobacteria,423,0.669030733
BertuzziAS_2018__ERS2032093__bin.5,Bacteria,Proteobacteria,502,0.671314741
BertuzziAS_2018__ERS2032094__bin.1,Bacteria,Proteobacteria,690,0.668115942
BertuzziAS_2018__ERS2032101__bin.4,Bacteria,Proteobacteria,642,0.666666667
MASTER_WP4_FFoQSI_3__VB07-26__bin.3,Bacteria,Proteobacteria,413,0.663438257
CM_INJERA__injera_E1__bin.16,Bacteria,Proteobacteria,466,0.927038627
LeechJ_2020__ERS3967728__bin.3,Bacteria,Proteobacteria,685,0.945985401
HeilCS_2018__Old_Warehouse_metagenome__bin.12,Bacteria,Proteobacteria,345,0.924637681
DeRoosJ_2020__B9M__bin.4,Bacteria,Proteobacteria,483,0.925465839
YulandiA_2020__SRS6115052__bin.29,Bacteria,Proteobacteria,319,0.918495298
LandisEA_2021__SRS5653396__bin.15,Bacteria,Proteobacteria,332,0.915662651
DeRoosJ_2020__B3M__bin.1,Bacteria,Proteobacteria,351,0.917378917
LandisEA_2021__SRS5653137__bin.6,Bacteria,Proteobacteria,508,0.919291339
LandisEA_2021__SRS5653391__bin.6,Bacteria,Proteobacteria,332,0.915662651
DeRoosJ_2020__B13M__bin.7,Bacteria,Proteobacteria,395,0.918987342
LeechJ_xxxx__AF53__bin.1,Bacteria,Proteobacteria,395,0.913924051
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.9,Bacteria,Proteobacteria,595,0.944537815
MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2,Bacteria,Proteobacteria,542,0.922509225
LandisEA_2021__SRS5652995__bin.9,Bacteria,Proteobacteria,331,0.915407855
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin.9,Bacteria,Proteobacteria,504,0.952380952
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.39,Bacteria,Actinobacteria,658,0.920972644
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.36,Bacteria,Actinobacteria,715,0.934265734
MASTER_WP4_FFoQSI_2__VB03-29__bin.18,Bacteria,Actinobacteria,783,0.932311622
MASTER_WP4_FFoQSI_1__KM-2D__bin.28,Bacteria,Actinobacteria,782,0.929667519
MASTER_WP4_FFoQSI_1__KM-1D__bin.12,Bacteria,Actinobacteria,780,0.930769231
MASTER_WP4_TEAGASC_1__TGS12-29__bin.20,Bacteria,Actinobacteria,634,0.932176656
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.6,Bacteria,Actinobacteria,561,0.959001783
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.26,Bacteria,Actinobacteria,771,0.93385214
MASTER_WP4_FFoQSI_1__VB-14D__bin.31,Bacteria,Actinobacteria,725,0.942068966
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.2,Bacteria,Actinobacteria,718,0.928969359
MASTER_WP4_FFoQSI_3__VB04-30__bin.10,Bacteria,Actinobacteria,788,0.932741117
AlvarezOrdonezA_xxxx__Q07-30__bin.8,Bacteria,Actinobacteria,165,0.721212121
AlvarezOrdonezA_xxxx__Q07-29__bin.13,Bacteria,Actinobacteria,163,0.72392638
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.44,Bacteria,Actinobacteria,507,0.974358974
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.1,Bacteria,Actinobacteria,312,0.974358974
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.2,Bacteria,Actinobacteria,411,0.96836983
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.15,Bacteria,Actinobacteria,356,0.97752809
MASTER_WP4_FFoQSI_1__KM-1D__bin.41,Bacteria,Actinobacteria,304,0.960526316
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.8,Bacteria,Actinobacteria,259,0.961389961
MASTER_WP4_TEAGASC_1__TGS04-30__bin.4,Bacteria,Actinobacteria,519,0.971098266
MASTER_WP4_UNINA_1__PU010_71775__bin.20,Bacteria,Actinobacteria,500,0.97
MASTER_WP4_FFoQSI_1__KM-1G__bin.12,Bacteria,Actinobacteria,290,0.968965517
MASTER_WP4_FFoQSI_2__VB06-29__bin.13,Bacteria,Actinobacteria,471,0.974522293
MASTER_WP4_FFoQSI_3__VB07-30__bin.24,Bacteria,Actinobacteria,348,0.971264368
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.32,Bacteria,Actinobacteria,409,0.968215159
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.12,Bacteria,Actinobacteria,433,0.969976905
WolfeBE_2014__671_Grayson__bin.14,Bacteria,Actinobacteria,490,0.969387755
MASTER_WP4_FFoQSI_1__KM-5G__bin.41,Bacteria,Actinobacteria,436,0.972477064
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.5,Bacteria,Actinobacteria,472,0.972457627
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.22,Bacteria,Actinobacteria,507,0.970414201
MASTER_WP4_FFoQSI_2__VB05-29__bin.33,Bacteria,Actinobacteria,502,0.974103586
MASTER_WP4_FFoQSI_2__VB15-29__bin.2,Bacteria,Actinobacteria,504,0.972222222
MASTER_WP4_FFoQSI_3__VB13-30__bin.1,Bacteria,Actinobacteria,400,0.97
MASTER_WP4_FFoQSI_1__VB-03-AG__bin.21,Bacteria,Actinobacteria,425,0.974117647
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.40,Bacteria,Actinobacteria,450,0.975555556
MASTER_WP4_FFoQSI_2__VB16-30__bin.20,Bacteria,Actinobacteria,300,0.98
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.26,Bacteria,Actinobacteria,373,0.973190349
MASTER_WP4_FFoQSI_2__VB05-30__bin.34,Bacteria,Actinobacteria,476,0.974789916
MASTER_WP4_TEAGASC_1__TGS04-28__bin.11,Bacteria,Actinobacteria,519,0.971098266
MASTER_WP4_FFoQSI_1__KM-4G__bin.22,Bacteria,Actinobacteria,460,0.969565217
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.12,Bacteria,Actinobacteria,395,0.967088608
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.13,Bacteria,Actinobacteria,264,0.958333333
MASTER_WP4_FFoQSI_2__VB03-29__bin.32,Bacteria,Actinobacteria,469,0.974413646
MASTER_WP4_FFoQSI_2__VB04-29__bin.18,Bacteria,Actinobacteria,444,0.970720721
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.35,Bacteria,Actinobacteria,450,0.973333333
MASTER_WP4_FFoQSI_1__VB-06-M2__bin.9,Bacteria,Actinobacteria,441,0.972789116
MASTER_WP4_FFoQSI_2__VB06-30__bin.25,Bacteria,Actinobacteria,498,0.973895582
MASTER_WP4_FFoQSI_2__VB15-30__bin.34,Bacteria,Actinobacteria,474,0.97257384
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.8,Bacteria,Actinobacteria,384,0.96875
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.27,Bacteria,Actinobacteria,479,0.970772443
MASTER_WP4_FFoQSI_2__VB10-30__bin.11,Bacteria,Actinobacteria,463,0.969762419
MASTER_WP4_FFoQSI_3__VB07-29__bin.12,Bacteria,Actinobacteria,483,0.97515528
MASTER_WP4_FFoQSI_1__KM-2D__bin.17,Bacteria,Actinobacteria,357,0.971988796
MASTER_WP4_TEAGASC_1__TGS08-29__bin.60,Bacteria,Actinobacteria,510,0.970588235
MASTER_WP4_UNINA_1__PU007_71775__bin.37,Bacteria,Actinobacteria,411,0.97810219
MASTER_WP4_FFoQSI_1__VB-16-M14__bin.11,Bacteria,Actinobacteria,496,0.973790323
MASTER_WP4_FFoQSI_1__KM-2G__bin.41,Bacteria,Actinobacteria,450,0.971111111
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.9,Bacteria,Actinobacteria,480,0.970833333
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.7,Bacteria,Actinobacteria,474,0.974683544
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.7,Bacteria,Actinobacteria,463,0.974082073
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.16,Bacteria,Actinobacteria,425,0.974117647
MASTER_WP4_FFoQSI_3__VB08-29__bin.54,Bacteria,Actinobacteria,428,0.971962617
WolfeBE_2014__340_Comte__bin.2,Bacteria,Actinobacteria,445,0.97752809
MASTER_WP4_FFoQSI_1__KM-5D__bin.38,Bacteria,Actinobacteria,464,0.976293103
MASTER_WP4_FFoQSI_2__VB05-25__bin.12,Bacteria,Actinobacteria,455,0.973626374
MASTER_WP4_FFoQSI_3__VB09-29__bin.26,Bacteria,Actinobacteria,449,0.968819599
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.8,Bacteria,Actinobacteria,502,0.976095618
MASTER_WP4_FFoQSI_3__VB04-30__bin.16,Bacteria,Actinobacteria,279,0.960573477
MASTER_WP4_TEAGASC_1__TGS04-29__bin.17,Bacteria,Actinobacteria,519,0.971098266
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.13,Bacteria,Actinobacteria,422,0.973933649
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.1,Bacteria,Actinobacteria,278,0.964028777
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.28,Bacteria,Actinobacteria,431,0.972157773
MASTER_WP4_FFoQSI_2__VB01-29__bin.19,Bacteria,Actinobacteria,195,0.974358974
MASTER_WP4_FFoQSI_2__VB03-30__bin.28,Bacteria,Actinobacteria,458,0.973799127
MASTER_WP4_FFoQSI_2__VB08-30__bin.52,Bacteria,Actinobacteria,422,0.971563981
MASTER_WP4_FFoQSI_3__VB12-27__bin.6,Bacteria,Actinobacteria,469,0.976545842
MASTER_WP4_FFoQSI_3__VB15-29__bin.36,Bacteria,Actinobacteria,253,0.972332016
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.11,Bacteria,Actinobacteria,395,0.974683544
MASTER_WP4_FFoQSI_1__KM-4D__bin.5,Bacteria,Actinobacteria,480,0.970833333
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.48,Bacteria,Actinobacteria,398,0.967336683
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.21,Bacteria,Actinobacteria,401,0.970074813
MASTER_WP4_FFoQSI_1__VB-14-BG__bin.8,Bacteria,Actinobacteria,493,0.971602434
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.13,Bacteria,Actinobacteria,337,0.96735905
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.39,Bacteria,Actinobacteria,350,0.971428571
MASTER_WP4_FFoQSI_1__VB-14D__bin.3,Bacteria,Actinobacteria,401,0.967581047
MASTER_WP4_FFoQSI_3__VB02-29__bin.36,Bacteria,Actinobacteria,224,0.96875
MASTER_WP4_FFoQSI_3__VB09-30__bin.54,Bacteria,Actinobacteria,325,0.966153846
MASTER_WP4_FFoQSI_1__VB-06-M1__bin.1,Bacteria,Actinobacteria,268,0.973880597
MASTER_WP4_FFoQSI_3__VB13-29__bin.37,Bacteria,Actinobacteria,289,0.972318339
WolfeBE_2014__873_Challerhocker__bin.3,Bacteria,Actinobacteria,475,0.978947368
MASTER_WP4_FFoQSI_1__VB-12D__bin.8,Bacteria,Actinobacteria,378,0.976190476
MASTER_WP4_FFoQSI_2__VB01-30__bin.33,Bacteria,Actinobacteria,278,0.956834532
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.18,Bacteria,Actinobacteria,299,0.963210702
MASTER_WP4_FFoQSI_2__VB10-29__bin.42,Bacteria,Actinobacteria,407,0.968058968
MASTER_WP4_FFoQSI_3__VB02-30__bin.22,Bacteria,Actinobacteria,402,0.970149254
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.16,Bacteria,Actinobacteria,460,0.969565217
MASTER_WP4_FFoQSI_1__VB-04-AD__bin.11,Bacteria,Actinobacteria,175,0.977142857
MASTER_WP4_FFoQSI_2__VB06-29__bin.23,Bacteria,Firmicutes,338,0.99704142
MASTER_WP4_CSIC_1__P2237_73323__bin.23,Bacteria,Firmicutes,310,0.993548387
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.35,Bacteria,Firmicutes,348,0.994252874
MASTER_WP4_FFoQSI_3__VB15-29__bin.21,Bacteria,Firmicutes,331,0.993957704
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.41,Bacteria,Firmicutes,344,0.988372093
MASTER_WP4_FFoQSI_3__VB13-30__bin.29,Bacteria,Firmicutes,338,0.99408284
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.10,Bacteria,Firmicutes,370,0.991891892
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.31,Bacteria,Firmicutes,347,0.997118156
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.1,Bacteria,Firmicutes,252,1
MASTER_WP4_FFoQSI_2__VB06-30__bin.6,Bacteria,Firmicutes,354,0.994350282
MASTER_WP4_CSIC_1__P2239_73323__bin.20,Bacteria,Firmicutes,407,0.995085995
MASTER_WP4_FFoQSI_1__KM-1D__bin.30,Bacteria,Firmicutes,445,0.995505618
MASTER_WP4_FFoQSI_1__KM-5G__bin.6,Bacteria,Firmicutes,193,1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.69,Bacteria,Firmicutes,563,0.996447602
MASTER_WP4_FFoQSI_1__VB-14-BG__bin.3,Bacteria,Firmicutes,442,0.995475113
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.24,Bacteria,Firmicutes,262,0.992366412
