MAG_id,superkingdom,phylum,genome_size,cluster_div
AlvarezOrdonezA_xxxx__Q01-23__bin.5,Bacteria,Actinobacteria,2592342,397
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.24,Bacteria,Actinobacteria,1990839,450
AlvarezOrdonezA_xxxx__Q08-29__bin.12,Bacteria,Actinobacteria,2013814,444
KastmanEK_2016__CSB737__bin.4,Bacteria,Actinobacteria,1587812,379
MASTER_WP4_TEAGASC_1__TGS04-28__bin.14,Bacteria,Actinobacteria,3363974,575
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.36,Bacteria,Actinobacteria,2056923,484
MASTER_WP4_TEAGASC_1__TGS15-28__bin.33,Bacteria,Actinobacteria,2378065,500
MASTER_WP4_TEAGASC_1__TGS08-29__bin.45,Bacteria,Actinobacteria,3516978,740
MASTER_WP4_UNINA_1__FO005_71775__bin.17,Bacteria,Actinobacteria,3264284,683
DeFilippisF_xxxx__DF_42__bin.15,Bacteria,Actinobacteria,3198539,645
DeFilippisF_xxxx__DF_33__bin.4,Bacteria,Actinobacteria,3296066,691
DeFilippisF_xxxx__DF_8__bin.10,Bacteria,Actinobacteria,2671700,550
MASTER_WP4_UNINA_2__V-30__bin.22,Bacteria,Actinobacteria,3300043,660
WolfeBE_2014__679_Raclette__bin.8,Bacteria,Actinobacteria,3219047,699
DeFilippisF_xxxx__DF_11__bin.31,Bacteria,Actinobacteria,2660399,564
DeFilippisF_xxxx__DF_114__bin.22,Bacteria,Actinobacteria,3414093,719
MASTER_WP4_UNINA_1__PU007_71775__bin.46,Bacteria,Actinobacteria,2939340,658
MASTER_WP4_TEAGASC_1__TGS14-30__bin.10,Bacteria,Firmicutes,1435355,302
MASTER_WP4_FFoQSI_3__VB12-25__bin.8,Bacteria,Firmicutes,2164668,527
MortensenS_xxxx__WK009-2-L-08h-01I8_S59__bin.8,Bacteria,Firmicutes,2130110,510
DeFilippisF_xxxx__DF_76__bin.1,Bacteria,Firmicutes,2482171,484
MASTER_WP4_FFoQSI_2__VB16-27__bin.1,Bacteria,Firmicutes,1978374,477
MortensenS_xxxx__WK063-2-L-08h-04I9_S52__bin.1,Bacteria,Firmicutes,2215187,526
MASTER_WP4_CSIC_2__P2577__bin.2,Bacteria,Firmicutes,1636232,414
MortensenS_xxxx__WK013-1-L-08h-02B4_S73__bin.4,Bacteria,Firmicutes,2165789,517
MASTER_WP4_UNINA_1__GR211_71775__bin.2,Bacteria,Firmicutes,1757472,394
MASTER_WP4_FFoQSI_3__VB12-23__bin.2,Bacteria,Firmicutes,2355249,558
MASTER_WP4_FFoQSI_2__VB08-28__bin.4,Bacteria,Firmicutes,2365117,551
MASTER_WP4_FFoQSI_2__VB11-28__bin.5,Bacteria,Firmicutes,1767107,443
MASTER_WP4_FFoQSI_2__VB11-27__bin.1,Bacteria,Firmicutes,1830955,451
AlvarezOrdonezA_xxxx__Q03-27__bin.4,Bacteria,Firmicutes,1433366,331
MASTER_WP4_CSIC_2__P2597__bin.20,Bacteria,Firmicutes,2702790,607
MASTER_WP4_FFoQSI_3__VB13-28__bin.3,Bacteria,Firmicutes,2307375,541
MASTER_WP4_FFoQSI_2__VB11-23__bin.7,Bacteria,Firmicutes,2158338,509
MASTER_WP4_UNINA_1__PM012_71775__bin.12,Bacteria,Firmicutes,2426201,561
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.3,Bacteria,Firmicutes,1971014,470
MortensenS_xxxx__WK059-2-L-08h-04H2_S36__bin.1,Bacteria,Firmicutes,2518212,593
MASTER_WP4_UNINA_1__PA012_73417__bin.5,Bacteria,Firmicutes,1479790,371
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin.3,Bacteria,Firmicutes,2074843,500
MASTER_WP4_UNINA_1__PA207_73417__bin.2,Bacteria,Firmicutes,1413789,310
WalshL_xxxx__U-2-9__bin.3,Bacteria,Firmicutes,834800,252
MASTER_WP4_CSIC_2__P2560__bin.10,Bacteria,Firmicutes,1819848,517
MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin.6,Bacteria,Firmicutes,1683195,505
FerrocinoI_2018__SRS1779545__bin.1,Bacteria,Firmicutes,1339432,405
MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5,Bacteria,Firmicutes,1701160,506
MASTER_WP4_CSIC_2__P2629__bin.8,Bacteria,Firmicutes,1667670,511
MortensenS_xxxx__WK028-2-L-08h-02I9_S19__bin.6,Bacteria,Firmicutes,1609162,483
MASTER_WP4_CSIC_2__P2561__bin.6,Bacteria,Firmicutes,1894426,496
MASTER_WP4_CSIC_2__P2619__bin.5,Bacteria,Firmicutes,1723458,506
MASTER_WP4_CSIC_2__P2630__bin.26,Bacteria,Firmicutes,1558622,461
XieM_2019__SAMC044639__bin.30,Bacteria,Firmicutes,2023501,503
MASTER_WP4_CSIC_2__P2631__bin.5,Bacteria,Firmicutes,1852717,528
LeechJ_2020__ERS3967693__bin.1,Bacteria,Firmicutes,1533116,435
MASTER_WP4_CSIC_2__P2628__bin.20,Bacteria,Firmicutes,1842264,529
LeechJ_xxxx__AF55__bin.8,Bacteria,Firmicutes,1482766,401
MortensenS_xxxx__WK028-1-L-48h-02I8_S18__bin.5,Bacteria,Firmicutes,1743454,507
MASTER_WP4_CSIC_2__P2556__bin.14,Bacteria,Firmicutes,1757785,518
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin.2,Bacteria,Firmicutes,1682226,491
MASTER_WP4_CSIC_2__P2557__bin.10,Bacteria,Firmicutes,1841401,503
MASTER_WP4_CSIC_2__P2559__bin.4,Bacteria,Firmicutes,1689750,505
MASTER_WP4_CSIC_2__P2555__bin.1,Bacteria,Firmicutes,1959196,526
AlvarezOrdonezA_xxxx__F06-19__bin.4,Eukaryota,Mucoromycota,31618660,1585
AlvarezOrdonezA_xxxx__Q02-29__bin.6,Eukaryota,Mucoromycota,22360113,1650
MASTER_WP4_CSIC_2__P2640__bin.3,Eukaryota,Mucoromycota,37247633,1716
MASTER_WP4_CSIC_2__P2636__bin.11,Eukaryota,Mucoromycota,38823398,1750
MASTER_WP4_CSIC_2__P2635__bin.8,Eukaryota,Mucoromycota,37624703,1723
MASTER_WP4_CSIC_2__P2638__bin.9,Eukaryota,Mucoromycota,38870846,1712
MASTER_WP4_CSIC_2__P2554__bin.10,Eukaryota,Mucoromycota,38000228,1600
AlvarezOrdonezA_xxxx__Q02-27__bin.9,Eukaryota,Mucoromycota,28272458,1759
MASTER_WP4_CSIC_2__P2637__bin.21,Eukaryota,Mucoromycota,41448817,1732
MASTER_WP4_CSIC_2__P2634__bin.5,Eukaryota,Mucoromycota,39549734,1705
MASTER_WP4_CSIC_2__P2639__bin.5,Eukaryota,Mucoromycota,31661335,1574
AlvarezOrdonezA_xxxx__Q03-29__bin.2,Eukaryota,Ascomycota,23511713,495
LiZ_2018__SRS2920550__bin.12,Eukaryota,Ascomycota,31803629,223
LiZ_2018__SRS2920551__bin.2,Eukaryota,Ascomycota,14408992,126
AlvarezOrdonezA_xxxx__Q03-30__bin.8,Eukaryota,Ascomycota,23618290,499
MASTER_WP4_CSIC_2__P2616__bin.2,Eukaryota,Ascomycota,25791461,1550
MASTER_WP4_UNINA_1__SF013_71775__bin.21,Eukaryota,Ascomycota,27887940,847
MASTER_WP4_CSIC_2__P2614__bin.17,Eukaryota,Ascomycota,26774638,1582
DeRoosJ_2020__B3W__bin.1,Eukaryota,Ascomycota,9491590,1137
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin.5,Eukaryota,Ascomycota,10731225,1472
MortensenS_xxxx__WK067-1-L-08h-05B9_S70__bin.2,Eukaryota,Ascomycota,8266295,1177
MortensenS_xxxx__WK069-2-G-48h-05I4_S128__bin.1,Eukaryota,Ascomycota,8215380,1071
DeFilippisF_xxxx__DF_59__bin.6,Eukaryota,Ascomycota,9878426,1198
MortensenS_xxxx__WK066-2-L-08h-05B7_S68__bin.2,Eukaryota,Ascomycota,10124591,1331
MortensenS_xxxx__WK048-1-L-08h-03I6_S97__bin.5,Eukaryota,Ascomycota,9726248,1381
MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.3,Eukaryota,Ascomycota,8179085,1128
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin.6,Eukaryota,Ascomycota,10300571,1397
VerceM_2019__ERS1807709__bin.7,Eukaryota,Ascomycota,10562459,977
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin.6,Eukaryota,Ascomycota,7766012,1104
MASTER_WP4_UNINA_1__SR008_71775__bin.17,Bacteria,Firmicutes,1293742,375
MASTER_WP4_UNINA_2__V-25.1__bin.12,Bacteria,Firmicutes,2804547,743
DeFilippisF_xxxx__DS_91__bin.2,Bacteria,Firmicutes,2159837,566
AlvarezOrdonezA_xxxx__C03-18__bin.6,Bacteria,Firmicutes,1860816,595
MASTER_WP4_UNINA_1__GO013_71775__bin.2,Bacteria,Firmicutes,2326751,619
AlvarezOrdonezA_xxxx__C08-18__bin.7,Bacteria,Firmicutes,2033201,566
DeFilippisF_xxxx__DS_27__bin.11,Bacteria,Firmicutes,2284295,640
MASTER_WP4_UNINA_2__V-26.1__bin.2,Bacteria,Firmicutes,2738977,732
AlvarezOrdonezA_xxxx__C07-18__bin.12,Bacteria,Firmicutes,2498525,633
AlvarezOrdonezA_xxxx__F01-18__bin.6,Bacteria,Firmicutes,1349375,401
AlvarezOrdonezA_xxxx__R02-19__bin.2,Bacteria,Firmicutes,2234091,630
DeFilippisF_xxxx__DF_114__bin.2,Bacteria,Firmicutes,2497501,689
MASTER_WP4_UNINA_1__SA009_71775__bin.7,Bacteria,Firmicutes,1680384,472
DeFilippisF_xxxx__DS_107__bin.2,Bacteria,Firmicutes,2356084,694
AlvarezOrdonezA_xxxx__R04-19__bin.1,Bacteria,Firmicutes,2300457,677
AlvarezOrdonezA_xxxx__C03-19__bin.15,Bacteria,Firmicutes,2131992,576
LeechJ_2020__ERS3967741__bin.2,Bacteria,Firmicutes,2479327,705
AlvarezOrdonezA_xxxx__R04-18__bin.6,Bacteria,Firmicutes,1927019,609
AlvarezOrdonezA_xxxx__R01-18__bin.2,Bacteria,Firmicutes,2253455,671
AlvarezOrdonezA_xxxx__R01-19__bin.5,Bacteria,Firmicutes,2079257,605
MASTER_WP4_UNINA_2__H-29__bin.17,Bacteria,Firmicutes,2255003,644
AlvarezOrdonezA_xxxx__C06-18__bin.5,Bacteria,Firmicutes,1813844,480
MASTER_WP4_UNINA_2__V-29__bin.10,Bacteria,Firmicutes,2388947,693
AlvarezOrdonezA_xxxx__R02-18__bin.2,Bacteria,Firmicutes,1779500,568
MASTER_WP4_UNINA_1__TA011_71775__bin.24,Bacteria,Firmicutes,2649702,711
MASTER_WP4_UNINA_2__V-30__bin.5,Bacteria,Firmicutes,1305695,402
AlvarezOrdonezA_xxxx__F02-19__bin.10,Bacteria,Firmicutes,2495397,648
AlvarezOrdonezA_xxxx__C06-19__bin.3,Bacteria,Firmicutes,2183674,599
DeFilippisF_xxxx__DS_51__bin.11,Bacteria,Firmicutes,1732612,352
AlvarezOrdonezA_xxxx__F01-19__bin.2,Bacteria,Firmicutes,1298451,308
MASTER_WP4_UNINA_1__SR008_71775__bin.18,Bacteria,Firmicutes,1996989,494
LeechJ_xxxx__AF84__bin.31,Bacteria,Firmicutes,1818814,345
MASTER_WP4_CSIC_1__P2249_73323__bin.5,Bacteria,Firmicutes,2141384,453
MASTER_WP4_CSIC_2__P2618__bin.5,Bacteria,Firmicutes,1994029,365
EscobarZepedaA_2016__SRS974112__bin.14,Bacteria,Firmicutes,1758240,346
AlvarezOrdonezA_xxxx__Q01-23__bin.1,Bacteria,Firmicutes,2553976,576
DeFilippisF_xxxx__DF_92__bin.17,Bacteria,Firmicutes,1754770,352
LeechJ_2020__ERS3967702__bin.7,Bacteria,Firmicutes,2283802,597
AlvarezOrdonezA_xxxx__Q08-26__bin.9,Bacteria,Firmicutes,2408918,595
MASTER_WP4_CSIC_1__P2240_73323__bin.17,Bacteria,Firmicutes,2465722,446
DeFilippisF_xxxx__DS_110__bin.19,Bacteria,Firmicutes,2291853,633
MASTER_WP4_CSIC_1__P2238_73323__bin.12,Bacteria,Firmicutes,2457048,508
DeFilippisF_xxxx__DS_2__bin.26,Bacteria,Firmicutes,2308859,624
MASTER_WP4_CSIC_2__P2619__bin.43,Bacteria,Firmicutes,2254488,379
MASTER_WP4_FFoQSI_3__VB09-29__bin.5,Bacteria,Firmicutes,2101837,525
MASTER_WP4_TEAGASC_1__TGS12-29__bin.5,Bacteria,Firmicutes,2730936,642
MASTER_WP4_UNINA_1__SR008_71775__bin.20,Bacteria,Firmicutes,1302747,358
AlvarezOrdonezA_xxxx__C05-18__bin.5,Bacteria,Firmicutes,2211763,540
LeechJ_xxxx__AF44__bin.8,Bacteria,Firmicutes,1578151,306
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.2,Bacteria,Firmicutes,2207703,530
MASTER_WP4_CSIC_1__P2240_73323__bin.10,Bacteria,Firmicutes,1634857,433
AlvarezOrdonezA_xxxx__Q01-25__bin.2,Bacteria,Firmicutes,2498737,577
AlvarezOrdonezA_xxxx__Q01-23X__bin.5,Bacteria,Firmicutes,2431962,570
AlvarezOrdonezA_xxxx__Q05-26__bin.3,Bacteria,Firmicutes,2099113,593
MASTER_WP4_CSIC_2__P2620__bin.6,Bacteria,Firmicutes,2278577,391
DeFilippisF_xxxx__DS_2__bin.27,Bacteria,Firmicutes,2447820,675
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.11,Bacteria,Firmicutes,1730178,476
MASTER_WP4_CSIC_1__P2250_73323__bin.11,Bacteria,Firmicutes,2943521,699
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.22,Bacteria,Firmicutes,2796951,676
MASTER_WP4_CSIC_2__P2558__bin.26,Bacteria,Firmicutes,1521250,417
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.9,Bacteria,Firmicutes,2597067,639
WolfeBE_2014__575_CabotClothbound__bin.8,Bacteria,Firmicutes,2487546,631
MASTER_WP4_FFoQSI_1__VB-03-AG__bin.30,Bacteria,Firmicutes,2493152,668
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.27,Bacteria,Firmicutes,2538676,680
MASTER_WP4_UNINA_1__SR008_71775__bin.6,Bacteria,Firmicutes,2407109,575
DeFilippisF_xxxx__DS_78__bin.21,Bacteria,Firmicutes,2715398,686
MASTER_WP4_FFoQSI_2__VB16-30__bin.25,Bacteria,Firmicutes,2017767,502
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.9,Bacteria,Firmicutes,2557820,678
DeFilippisF_xxxx__DS_1__bin.14,Bacteria,Firmicutes,2646999,607
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.36,Bacteria,Firmicutes,2220461,603
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.50,Bacteria,Firmicutes,2208455,615
WalshAM_2020__ERS3466719__bin.1,Bacteria,Firmicutes,1527340,287
WalshAM_2020__ERS3466751__bin.6,Bacteria,Firmicutes,2375999,576
DeFilippisF_xxxx__DS_89__bin.5,Bacteria,Firmicutes,2840286,677
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.28,Bacteria,Firmicutes,1938765,530
MASTER_WP4_FFoQSI_1__KM-4G__bin.23,Bacteria,Firmicutes,2500048,651
MASTER_WP4_FFoQSI_1__KM-4D__bin.29,Bacteria,Firmicutes,2604382,630
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.34,Bacteria,Firmicutes,1770195,417
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.18,Bacteria,Firmicutes,2248787,571
DeFilippisF_xxxx__DS_69__bin.20,Bacteria,Firmicutes,2708185,676
YulandiA_2020__SRS6115053__bin.10,Bacteria,Firmicutes,2975088,242
LeechJ_xxxx__AF59__bin.13,Bacteria,Firmicutes,2370468,202
KumarJ_2019__SRS4562503__bin.1,Bacteria,Firmicutes,2797547,230
LeechJ_xxxx__AF63__bin.10,Bacteria,Firmicutes,3117680,250
AlvarezOrdonezA_xxxx__C07-19__bin.9,Bacteria,Firmicutes,2669867,192
MASTER_WP4_UNINA_2__M-29__bin.13,Bacteria,Firmicutes,1771378,416
BertuzziAS_2018__ERS2032102__bin.4,Bacteria,Firmicutes,2178600,685
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.16,Bacteria,Firmicutes,2519633,755
MASTER_WP4_UNINA_1__SC109_71775__bin.12,Bacteria,Firmicutes,2550561,715
MASTER_WP4_CSIC_2__P2620__bin.12,Bacteria,Firmicutes,2411733,738
MASTER_WP4_UNINA_2__I-29__bin.22,Bacteria,Firmicutes,2536334,753
DeFilippisF_xxxx__DS_90__bin.9,Bacteria,Firmicutes,2732521,675
MASTER_WP4_CSIC_2__P2584__bin.8,Bacteria,Firmicutes,2183760,627
BertuzziAS_2018__ERS2032104__bin.9,Bacteria,Firmicutes,2612636,757
MASTER_WP4_CSIC_1__P2177_73322__bin.9,Bacteria,Firmicutes,1263065,441
BertuzziAS_2018__ERS2032106__bin.8,Bacteria,Firmicutes,2507151,763
MASTER_WP4_UNINA_2__I-30__bin.2,Bacteria,Firmicutes,2427655,724
DeFilippisF_xxxx__DS_1__bin.22,Bacteria,Firmicutes,2463851,748
MASTER_WP4_UNINA_2__M-30__bin.14,Bacteria,Firmicutes,2521267,740
BertuzziAS_2018__ERS2032099__bin.6,Bacteria,Firmicutes,2038509,594
BertuzziAS_2018__ERS2032110__bin.1,Bacteria,Firmicutes,2452198,758
DeFilippisF_xxxx__DS_83__bin.6,Bacteria,Firmicutes,2285177,687
MASTER_WP4_UNINA_1__SF009_71775__bin.2,Bacteria,Firmicutes,2059742,614
MASTER_WP4_CSIC_2__P2614__bin.25,Bacteria,Firmicutes,1877924,558
MASTER_WP4_UNINA_1__SF013_71775__bin.18,Bacteria,Firmicutes,2286287,715
MASTER_WP4_CSIC_2__P2616__bin.18,Bacteria,Firmicutes,2419405,697
BertuzziAS_2018__ERS2032107__bin.10,Bacteria,Firmicutes,2399356,743
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.8,Bacteria,Firmicutes,2520605,756
BertuzziAS_2018__ERS2032092__bin.5,Bacteria,Firmicutes,2640483,741
BertuzziAS_2018__ERS2032103__bin.5,Bacteria,Firmicutes,2513879,762
BertuzziAS_2018__ERS2032108__bin.4,Bacteria,Firmicutes,2464267,753
MASTER_WP4_CSIC_2__P2586__bin.23,Bacteria,Firmicutes,1720493,475
BertuzziAS_2018__ERS2032111__bin.10,Bacteria,Firmicutes,2484648,758
BertuzziAS_2018__ERS2032112__bin.9,Bacteria,Firmicutes,2417735,745
MASTER_WP4_UNINA_1__SS007_71775__bin.8,Bacteria,Firmicutes,1864825,582
BertuzziAS_2018__ERS2032095__bin.4,Bacteria,Firmicutes,2305307,668
MASTER_WP4_CSIC_2__P2618__bin.17,Bacteria,Firmicutes,1820970,554
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.3,Bacteria,Firmicutes,1229860,302
DeFilippisF_xxxx__DF_113__bin.9,Bacteria,Firmicutes,1598499,383
MASTER_WP4_UNINA_1__PR004_71775__bin.1,Bacteria,Firmicutes,1570909,374
DeFilippisF_xxxx__DF_33__bin.10,Bacteria,Firmicutes,1463506,359
MASTER_WP4_UNINA_1__PA001_71775__bin.9,Bacteria,Firmicutes,1758242,411
MASTER_WP4_UNINA_1__PM002_71775__bin.17,Bacteria,Firmicutes,1906221,449
MASTER_WP4_UNINA_1__PA002_73417__bin.6,Bacteria,Firmicutes,1689317,388
LandisEA_2021__SRS5653374__bin.2,Bacteria,Firmicutes,2376520,373
MASTER_WP4_UNINA_1__PA004_73417__bin.9,Bacteria,Firmicutes,1860899,372
MASTER_WP4_UNINA_2__V-30__bin.3,Bacteria,Firmicutes,1260528,317
BertuzziAS_2018__ERS2032128__bin.2,Bacteria,Actinobacteria,3214268,717
MASTER_WP4_TEAGASC_1__TGS04-28__bin.30,Bacteria,Actinobacteria,3360467,736
WalshAM_2020__ERS3466789__bin.3,Bacteria,Actinobacteria,1927540,356
BertuzziAS_2018__ERS2032107__bin.6,Bacteria,Actinobacteria,3444866,746
BertuzziAS_2018__ERS2032108__bin.2,Bacteria,Actinobacteria,3444378,746
MASTER_WP4_TEAGASC_1__TGS04-30__bin.23,Bacteria,Actinobacteria,3277650,714
BertuzziAS_2018__ERS2032129__bin.3,Bacteria,Actinobacteria,3279329,724
BertuzziAS_2018__ERS2032111__bin.1,Bacteria,Actinobacteria,3429472,745
BertuzziAS_2018__ERS2032130__bin.4,Bacteria,Actinobacteria,3245373,720
MASTER_WP4_UNINA_2__O-25.1__bin.9,Bacteria,Actinobacteria,3233584,714
AlvarezOrdonezA_xxxx__Q01-29__bin.17,Bacteria,Actinobacteria,2674951,496
BertuzziAS_2018__ERS2032112__bin.3,Bacteria,Actinobacteria,3411156,741
MASTER_WP4_TEAGASC_1__TGS04-29__bin.18,Bacteria,Actinobacteria,3458085,742
WalshAM_2020__ERS3466773__bin.7,Bacteria,Actinobacteria,3226645,712
BertuzziAS_2018__ERS2032103__bin.3,Bacteria,Actinobacteria,3421491,744
MASTER_WP4_TEAGASC_1__TGS08-30__bin.15,Bacteria,Actinobacteria,3218950,689
BertuzziAS_2018__ERS2032106__bin.4,Bacteria,Actinobacteria,3376704,743
BertuzziAS_2018__ERS2032104__bin.2,Bacteria,Actinobacteria,3331555,734
MASTER_WP4_UNINA_2__V-29__bin.7,Bacteria,Actinobacteria,2905796,599
BertuzziAS_2018__ERS2032110__bin.7,Bacteria,Actinobacteria,3275426,712
MASTER_WP4_UNINA_1__TA003_71775__bin.15,Bacteria,Actinobacteria,3124817,647
DeFilippisF_xxxx__DF_11__bin.20,Bacteria,Proteobacteria,3010741,403
PfeferT_xxxx__SRS2870571__bin.2,Bacteria,Proteobacteria,2591336,741
MASTER_WP4_UNINA_2__V-21__bin.24,Bacteria,Proteobacteria,3377261,91
SternesPR_2017__T2D3_A_shotgun__bin.6,Bacteria,Proteobacteria,2440023,300
WalshAM_2020__ERS3466749__bin.1,Bacteria,Proteobacteria,4512994,343
WalshAM_2020__ERS3466773__bin.6,Bacteria,Proteobacteria,3311793,466
AlvarezOrdonezA_xxxx__R01-19__bin.1,Bacteria,Proteobacteria,3137762,77
MASTER_WP4_UNINA_1__GO004_71775__bin.29,Bacteria,Proteobacteria,2261970,329
MASTER_WP4_UNINA_1__GO102_71775__bin.35,Bacteria,Proteobacteria,2333958,310
DeFilippisF_xxxx__DF_100__bin.2,Bacteria,Proteobacteria,3163950,441
DeFilippisF_xxxx__DF_18__bin.7,Bacteria,Proteobacteria,3282437,468
SternesPR_2017__Y2D3_B_shotgun__bin.2,Bacteria,Proteobacteria,2594435,306
YulandiA_2020__SRS6115053__bin.6,Bacteria,Proteobacteria,3069280,604
WolfeBE_2014__337_Mileens__bin.2,Bacteria,Proteobacteria,2856283,176
SternesPR_2017__Y2D1_B_shotgun__bin.5,Bacteria,Proteobacteria,1681026,204
WalshAM_2020__ERS3466749__bin.4,Bacteria,Proteobacteria,1912615,253
WolfeBE_2014__626_Red_Hawk__bin.2,Bacteria,Proteobacteria,2658381,253
WalshAM_2020__ERS3466790__bin.3,Bacteria,Proteobacteria,3962959,475
MASTER_WP4_TEAGASC_1__TGS04-28__bin.21,Bacteria,Proteobacteria,2892459,315
WolfeBE_2014__316_Langre__bin.4,Bacteria,Proteobacteria,4047571,418
MASTER_WP4_TEAGASC_1__TGS04-29__bin.10,Bacteria,Proteobacteria,2584226,299
WalshAM_2020__ERS3466772__bin.3,Bacteria,Proteobacteria,2389037,464
MortensenS_xxxx__WK002-2-L-48h-01F8_S32__bin.5,Bacteria,Proteobacteria,2019513,590
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.4,Bacteria,Proteobacteria,1916416,573
ChaconVargasK_2020__SRS6087090__bin.12,Bacteria,Proteobacteria,1879147,502
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.1,Bacteria,Proteobacteria,1976093,582
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.8,Bacteria,Proteobacteria,2001306,585
MortensenS_xxxx__WK058-2-L-08h-04G7_S32__bin.3,Bacteria,Proteobacteria,1917814,575
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.1,Bacteria,Proteobacteria,1913665,572
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.2,Bacteria,Proteobacteria,1914777,567
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.6,Bacteria,Proteobacteria,1993686,589
MortensenS_xxxx__WK043-1-L-08h-03G4_S77__bin.3,Bacteria,Proteobacteria,1767229,516
MortensenS_xxxx__WK043-2-G-48h-04C1_S119__bin.1,Bacteria,Proteobacteria,1989892,578
MortensenS_xxxx__WK019-2-G-48h-01E4_S19__bin.2,Bacteria,Proteobacteria,1901933,567
MortensenS_xxxx__WK019-2-L-08h-02E3_S99__bin.6,Bacteria,Proteobacteria,1912686,558
MortensenS_xxxx__WK043-1-L-48h-03G5_S78__bin.5,Bacteria,Proteobacteria,1945999,578
MortensenS_xxxx__WK043-2-L-08h-03G6_S79__bin.6,Bacteria,Proteobacteria,1956331,574
MortensenS_xxxx__WK013-1-L-48h-02B5_S74__bin.2,Bacteria,Proteobacteria,1969140,587
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.5,Bacteria,Proteobacteria,2001090,579
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin.3,Bacteria,Proteobacteria,1941970,582
MortensenS_xxxx__WK025-2-G-48h-04A1_S101__bin.8,Bacteria,Proteobacteria,1957817,584
MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.11,Bacteria,Proteobacteria,1829392,547
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin.5,Bacteria,Proteobacteria,2004277,590
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin.8,Bacteria,Proteobacteria,1954126,576
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.6,Bacteria,Proteobacteria,2044108,588
MortensenS_xxxx__WK042-2-G-48h-04B9_S118__bin.2,Bacteria,Proteobacteria,1983711,588
MortensenS_xxxx__WK054-2-G-48h-05G6_S112__bin.5,Bacteria,Proteobacteria,1921352,571
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.2,Bacteria,Proteobacteria,2018295,590
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin.3,Bacteria,Proteobacteria,1293415,387
MortensenS_xxxx__WK042-1-L-08h-03F9_S73__bin.2,Bacteria,Proteobacteria,1959477,575
MortensenS_xxxx__WK002-2-G-48h-01C5_S133__bin.4,Bacteria,Proteobacteria,1993875,589
MortensenS_xxxx__WK054-2-L-48h-04F1_S17__bin.10,Bacteria,Proteobacteria,2014129,578
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin.4,Bacteria,Proteobacteria,1852655,549
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.1,Bacteria,Proteobacteria,1871235,556
LeechJ_xxxx__AF55__bin.11,Bacteria,Proteobacteria,1340479,349
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.8,Bacteria,Proteobacteria,2020769,590
LeechJ_2020__ERS3967701__bin.4,Bacteria,Proteobacteria,1960367,550
MortensenS_xxxx__WK013-2-L-48h-02B7_S76__bin.9,Bacteria,Proteobacteria,1951617,584
MortensenS_xxxx__WK020-2-L-48h-02E8_S104__bin.7,Bacteria,Proteobacteria,2072070,595
MortensenS_xxxx__WK025-1-L-08h-02H4_S5__bin.1,Bacteria,Proteobacteria,1985522,586
LeechJ_xxxx__AF21__bin.4,Bacteria,Proteobacteria,1885564,570
